filename,label,path
img_00000.png,cat,data/task1_train/img_00000.png
img_00001.png,dog,data/task1_train/img_00001.png
img_00002.png,ship,data/task1_train/img_00002.png
img_00003.png,airplane,data/task1_train/img_00003.png
img_00004.png,cat,data/task1_train/img_00004.png
img_00005.png,airplane,data/task1_train/img_00005.png
img_00006.png,dog,data/task1_train/img_00006.png
img_00007.png,airplane,data/task1_train/img_00007.png
img_00008.png,cat,data/task1_train/img_00008.png
img_00009.png,bird,data/task1_train/img_00009.png
img_00010.png,bird,data/task1_train/img_00010.png
img_00011.png,dog,data/task1_train/img_00011.png
img_00012.png,bird,data/task1_train/img_00012.png
img_00013.png,airplane,data/task1_train/img_00013.png
img_00014.png,airplane,data/task1_train/img_00014.png
img_00015.png,dog,data/task1_train/img_00015.png
img_00016.png,cat,data/task1_train/img_00016.png
img_00017.png,bird,data/task1_train/img_00017.png
img_00018.png,ship,data/task1_train/img_00018.png
img_00019.png,cat,data/task1_train/img_00019.png
img_00020.png,ship,data/task1_train/img_00020.png
img_00021.png,dog,data/task1_train/img_00021.png
img_00022.png,dog,data/task1_train/img_00022.png
img_00023.png,cat,data/task1_train/img_00023.png
img_00024.png,dog,data/task1_train/img_00024.png
img_00025.png,airplane,data/task1_train/img_00025.png
img_00026.png,airplane,data/task1_train/img_00026.png
img_00027.png,ship,data/task1_train/img_00027.png
img_00028.png,airplane,data/task1_train/img_00028.png
img_00029.png,bird,data/task1_train/img_00029.png
img_00030.png,dog,data/task1_train/img_00030.png
img_00031.png,dog,data/task1_train/img_00031.png
img_00032.png,dog,data/task1_train/img_00032.png
img_00033.png,dog,data/task1_train/img_00033.png
img_00034.png,ship,data/task1_train/img_00034.png
img_00035.png,cat,data/task1_train/img_00035.png
img_00036.png,ship,data/task1_train/img_00036.png
img_00037.png,ship,data/task1_train/img_00037.png
img_00038.png,dog,data/task1_train/img_00038.png
img_00039.png,cat,data/task1_train/img_00039.png
img_00040.png,dog,data/task1_train/img_00040.png
img_00041.png,ship,data/task1_train/img_00041.png
img_00042.png,dog,data/task1_train/img_00042.png
img_00043.png,bird,data/task1_train/img_00043.png
img_00044.png,airplane,data/task1_train/img_00044.png
img_00045.png,airplane,data/task1_train/img_00045.png
img_00046.png,airplane,data/task1_train/img_00046.png
img_00047.png,dog,data/task1_train/img_00047.png
img_00048.png,ship,data/task1_train/img_00048.png
img_00049.png,dog,data/task1_train/img_00049.png
img_00050.png,ship,data/task1_train/img_00050.png
img_00051.png,cat,data/task1_train/img_00051.png
img_00052.png,airplane,data/task1_train/img_00052.png
img_00053.png,ship,data/task1_train/img_00053.png
img_00054.png,dog,data/task1_train/img_00054.png
img_00055.png,ship,data/task1_train/img_00055.png
img_00056.png,cat,data/task1_train/img_00056.png
img_00057.png,ship,data/task1_train/img_00057.png
img_00058.png,ship,data/task1_train/img_00058.png
img_00059.png,cat,data/task1_train/img_00059.png
img_00060.png,ship,data/task1_train/img_00060.png
img_00061.png,cat,data/task1_train/img_00061.png
img_00062.png,airplane,data/task1_train/img_00062.png
img_00063.png,cat,data/task1_train/img_00063.png
img_00064.png,dog,data/task1_train/img_00064.png
img_00065.png,airplane,data/task1_train/img_00065.png
img_00066.png,airplane,data/task1_train/img_00066.png
img_00067.png,ship,data/task1_train/img_00067.png
img_00068.png,ship,data/task1_train/img_00068.png
img_00069.png,ship,data/task1_train/img_00069.png
img_00070.png,airplane,data/task1_train/img_00070.png
img_00071.png,bird,data/task1_train/img_00071.png
img_00072.png,dog,data/task1_train/img_00072.png
img_00073.png,dog,data/task1_train/img_00073.png
img_00074.png,bird,data/task1_train/img_00074.png
img_00075.png,bird,data/task1_train/img_00075.png
img_00076.png,bird,data/task1_train/img_00076.png
img_00077.png,bird,data/task1_train/img_00077.png
img_00078.png,dog,data/task1_train/img_00078.png
img_00079.png,cat,data/task1_train/img_00079.png
img_00080.png,dog,data/task1_train/img_00080.png
img_00081.png,bird,data/task1_train/img_00081.png
img_00082.png,cat,data/task1_train/img_00082.png
img_00083.png,airplane,data/task1_train/img_00083.png
img_00084.png,cat,data/task1_train/img_00084.png
img_00085.png,bird,data/task1_train/img_00085.png
img_00086.png,ship,data/task1_train/img_00086.png
img_00087.png,airplane,data/task1_train/img_00087.png
img_00088.png,dog,data/task1_train/img_00088.png
img_00089.png,cat,data/task1_train/img_00089.png
img_00090.png,dog,data/task1_train/img_00090.png
img_00091.png,ship,data/task1_train/img_00091.png
img_00092.png,cat,data/task1_train/img_00092.png
img_00093.png,ship,data/task1_train/img_00093.png
img_00094.png,cat,data/task1_train/img_00094.png
img_00095.png,dog,data/task1_train/img_00095.png
img_00096.png,ship,data/task1_train/img_00096.png
img_00097.png,cat,data/task1_train/img_00097.png
img_00098.png,ship,data/task1_train/img_00098.png
img_00099.png,cat,data/task1_train/img_00099.png
img_00100.png,airplane,data/task1_train/img_00100.png
img_00101.png,cat,data/task1_train/img_00101.png
img_00102.png,dog,data/task1_train/img_00102.png
img_00103.png,cat,data/task1_train/img_00103.png
img_00104.png,airplane,data/task1_train/img_00104.png
img_00105.png,bird,data/task1_train/img_00105.png
img_00106.png,bird,data/task1_train/img_00106.png
img_00107.png,airplane,data/task1_train/img_00107.png
img_00108.png,cat,data/task1_train/img_00108.png
img_00109.png,airplane,data/task1_train/img_00109.png
img_00110.png,cat,data/task1_train/img_00110.png
img_00111.png,dog,data/task1_train/img_00111.png
img_00112.png,bird,data/task1_train/img_00112.png
img_00113.png,dog,data/task1_train/img_00113.png
img_00114.png,dog,data/task1_train/img_00114.png
img_00115.png,bird,data/task1_train/img_00115.png
img_00116.png,bird,data/task1_train/img_00116.png
img_00117.png,airplane,data/task1_train/img_00117.png
img_00118.png,cat,data/task1_train/img_00118.png
img_00119.png,bird,data/task1_train/img_00119.png
img_00120.png,ship,data/task1_train/img_00120.png
img_00121.png,cat,data/task1_train/img_00121.png
img_00122.png,bird,data/task1_train/img_00122.png
img_00123.png,dog,data/task1_train/img_00123.png
img_00124.png,cat,data/task1_train/img_00124.png
img_00125.png,dog,data/task1_train/img_00125.png
img_00126.png,ship,data/task1_train/img_00126.png
img_00127.png,cat,data/task1_train/img_00127.png
img_00128.png,cat,data/task1_train/img_00128.png
img_00129.png,airplane,data/task1_train/img_00129.png
img_00130.png,cat,data/task1_train/img_00130.png
img_00131.png,airplane,data/task1_train/img_00131.png
img_00132.png,airplane,data/task1_train/img_00132.png
img_00133.png,airplane,data/task1_train/img_00133.png
img_00134.png,airplane,data/task1_train/img_00134.png
img_00135.png,dog,data/task1_train/img_00135.png
img_00136.png,ship,data/task1_train/img_00136.png
img_00137.png,dog,data/task1_train/img_00137.png
img_00138.png,ship,data/task1_train/img_00138.png
img_00139.png,airplane,data/task1_train/img_00139.png
img_00140.png,dog,data/task1_train/img_00140.png
img_00141.png,bird,data/task1_train/img_00141.png
img_00142.png,airplane,data/task1_train/img_00142.png
img_00143.png,dog,data/task1_train/img_00143.png
img_00144.png,cat,data/task1_train/img_00144.png
img_00145.png,airplane,data/task1_train/img_00145.png
img_00146.png,cat,data/task1_train/img_00146.png
img_00147.png,ship,data/task1_train/img_00147.png
img_00148.png,ship,data/task1_train/img_00148.png
img_00149.png,dog,data/task1_train/img_00149.png
img_00150.png,airplane,data/task1_train/img_00150.png
img_00151.png,cat,data/task1_train/img_00151.png
img_00152.png,ship,data/task1_train/img_00152.png
img_00153.png,bird,data/task1_train/img_00153.png
img_00154.png,bird,data/task1_train/img_00154.png
img_00155.png,bird,data/task1_train/img_00155.png
img_00156.png,cat,data/task1_train/img_00156.png
img_00157.png,ship,data/task1_train/img_00157.png
img_00158.png,airplane,data/task1_train/img_00158.png
img_00159.png,bird,data/task1_train/img_00159.png
img_00160.png,airplane,data/task1_train/img_00160.png
img_00161.png,bird,data/task1_train/img_00161.png
img_00162.png,ship,data/task1_train/img_00162.png
img_00163.png,airplane,data/task1_train/img_00163.png
img_00164.png,dog,data/task1_train/img_00164.png
img_00165.png,ship,data/task1_train/img_00165.png
img_00166.png,dog,data/task1_train/img_00166.png
img_00167.png,bird,data/task1_train/img_00167.png
img_00168.png,bird,data/task1_train/img_00168.png
img_00169.png,cat,data/task1_train/img_00169.png
img_00170.png,airplane,data/task1_train/img_00170.png
img_00171.png,airplane,data/task1_train/img_00171.png
img_00172.png,airplane,data/task1_train/img_00172.png
img_00173.png,ship,data/task1_train/img_00173.png
img_00174.png,dog,data/task1_train/img_00174.png
img_00175.png,bird,data/task1_train/img_00175.png
img_00176.png,cat,data/task1_train/img_00176.png
img_00177.png,airplane,data/task1_train/img_00177.png
img_00178.png,ship,data/task1_train/img_00178.png
img_00179.png,cat,data/task1_train/img_00179.png
img_00180.png,bird,data/task1_train/img_00180.png
img_00181.png,ship,data/task1_train/img_00181.png
img_00182.png,cat,data/task1_train/img_00182.png
img_00183.png,bird,data/task1_train/img_00183.png
img_00184.png,airplane,data/task1_train/img_00184.png
img_00185.png,bird,data/task1_train/img_00185.png
img_00186.png,ship,data/task1_train/img_00186.png
img_00187.png,ship,data/task1_train/img_00187.png
img_00188.png,dog,data/task1_train/img_00188.png
img_00189.png,ship,data/task1_train/img_00189.png
img_00190.png,bird,data/task1_train/img_00190.png
img_00191.png,ship,data/task1_train/img_00191.png
img_00192.png,ship,data/task1_train/img_00192.png
img_00193.png,cat,data/task1_train/img_00193.png
img_00194.png,bird,data/task1_train/img_00194.png
img_00195.png,cat,data/task1_train/img_00195.png
img_00196.png,airplane,data/task1_train/img_00196.png
img_00197.png,cat,data/task1_train/img_00197.png
img_00198.png,dog,data/task1_train/img_00198.png
img_00199.png,ship,data/task1_train/img_00199.png
img_00200.png,airplane,data/task1_train/img_00200.png
img_00201.png,ship,data/task1_train/img_00201.png
img_00202.png,cat,data/task1_train/img_00202.png
img_00203.png,dog,data/task1_train/img_00203.png
img_00204.png,bird,data/task1_train/img_00204.png
img_00205.png,bird,data/task1_train/img_00205.png
img_00206.png,ship,data/task1_train/img_00206.png
img_00207.png,bird,data/task1_train/img_00207.png
img_00208.png,dog,data/task1_train/img_00208.png
img_00209.png,bird,data/task1_train/img_00209.png
img_00210.png,airplane,data/task1_train/img_00210.png
img_00211.png,cat,data/task1_train/img_00211.png
img_00212.png,bird,data/task1_train/img_00212.png
img_00213.png,airplane,data/task1_train/img_00213.png
img_00214.png,airplane,data/task1_train/img_00214.png
img_00215.png,airplane,data/task1_train/img_00215.png
img_00216.png,ship,data/task1_train/img_00216.png
img_00217.png,airplane,data/task1_train/img_00217.png
img_00218.png,dog,data/task1_train/img_00218.png
img_00219.png,bird,data/task1_train/img_00219.png
img_00220.png,bird,data/task1_train/img_00220.png
img_00221.png,bird,data/task1_train/img_00221.png
img_00222.png,cat,data/task1_train/img_00222.png
img_00223.png,bird,data/task1_train/img_00223.png
img_00224.png,ship,data/task1_train/img_00224.png
img_00225.png,airplane,data/task1_train/img_00225.png
img_00226.png,dog,data/task1_train/img_00226.png
img_00227.png,bird,data/task1_train/img_00227.png
img_00228.png,dog,data/task1_train/img_00228.png
img_00229.png,airplane,data/task1_train/img_00229.png
img_00230.png,bird,data/task1_train/img_00230.png
img_00231.png,cat,data/task1_train/img_00231.png
img_00232.png,ship,data/task1_train/img_00232.png
img_00233.png,ship,data/task1_train/img_00233.png
img_00234.png,dog,data/task1_train/img_00234.png
img_00235.png,bird,data/task1_train/img_00235.png
img_00236.png,cat,data/task1_train/img_00236.png
img_00237.png,cat,data/task1_train/img_00237.png
img_00238.png,bird,data/task1_train/img_00238.png
img_00239.png,cat,data/task1_train/img_00239.png
img_00240.png,bird,data/task1_train/img_00240.png
img_00241.png,airplane,data/task1_train/img_00241.png
img_00242.png,bird,data/task1_train/img_00242.png
img_00243.png,dog,data/task1_train/img_00243.png
img_00244.png,airplane,data/task1_train/img_00244.png
img_00245.png,cat,data/task1_train/img_00245.png
img_00246.png,dog,data/task1_train/img_00246.png
img_00247.png,dog,data/task1_train/img_00247.png
img_00248.png,cat,data/task1_train/img_00248.png
img_00249.png,ship,data/task1_train/img_00249.png
img_00250.png,airplane,data/task1_train/img_00250.png
img_00251.png,ship,data/task1_train/img_00251.png
img_00252.png,airplane,data/task1_train/img_00252.png
img_00253.png,dog,data/task1_train/img_00253.png
img_00254.png,cat,data/task1_train/img_00254.png
img_00255.png,bird,data/task1_train/img_00255.png
img_00256.png,airplane,data/task1_train/img_00256.png
img_00257.png,airplane,data/task1_train/img_00257.png
img_00258.png,cat,data/task1_train/img_00258.png
img_00259.png,cat,data/task1_train/img_00259.png
img_00260.png,bird,data/task1_train/img_00260.png
img_00261.png,bird,data/task1_train/img_00261.png
img_00262.png,ship,data/task1_train/img_00262.png
img_00263.png,ship,data/task1_train/img_00263.png
img_00264.png,airplane,data/task1_train/img_00264.png
img_00265.png,airplane,data/task1_train/img_00265.png
img_00266.png,airplane,data/task1_train/img_00266.png
img_00267.png,airplane,data/task1_train/img_00267.png
img_00268.png,ship,data/task1_train/img_00268.png
img_00269.png,ship,data/task1_train/img_00269.png
img_00270.png,cat,data/task1_train/img_00270.png
img_00271.png,airplane,data/task1_train/img_00271.png
img_00272.png,bird,data/task1_train/img_00272.png
img_00273.png,airplane,data/task1_train/img_00273.png
img_00274.png,dog,data/task1_train/img_00274.png
img_00275.png,ship,data/task1_train/img_00275.png
img_00276.png,dog,data/task1_train/img_00276.png
img_00277.png,cat,data/task1_train/img_00277.png
img_00278.png,bird,data/task1_train/img_00278.png
img_00279.png,cat,data/task1_train/img_00279.png
img_00280.png,airplane,data/task1_train/img_00280.png
img_00281.png,dog,data/task1_train/img_00281.png
img_00282.png,bird,data/task1_train/img_00282.png
img_00283.png,airplane,data/task1_train/img_00283.png
